locus_tag	Control1	Control2	Control3	Treatment1	Treatment2	Treatment3
gene4090	2	2	8	3	4	6
gene4091	0	1	2	2	1	1
gene4092	1	0	0	0	1	0
gene4093	1	0	0	3	0	4
gene4094	3	8	4	4	8	11
gene4095	0	0	1	1	0	1
gene4096	0	1	1	2	1	1
gene4097	0	0	0	0	0	1
gene4098	0	0	1	0	0	0
gene4099	0	2	3	1	0	2
gene4100	0	3	3	2	1	5
gene4101	0	4	1	2	0	0
gene4102	1	0	2	0	2	1
gene4103	2	0	0	0	1	0
gene4104	0	0	0	6	4	5
gene4105	0	0	0	0	2	0
gene4106	0	2	2	0	1	0
gene4107	0	0	1	1	1	1
gene4108	2	5	6	3	4	8
gene4109	2	3	1	4	4	7
gene4110	2	0	4	2	3	2
gene4111	1	4	1	0	0	1
gene4112	6	12	4	12	8	18
gene4113	2	3	7	14	7	12
gene4114	4	12	10	16	13	19
gene4115	3	12	5	9	5	10
gene4116	1	0	5	4	4	3
gene4117	6	13	8	10	10	16
gene4118	1	4	3	6	7	8
gene4119	1	1	4	6	5	7
gene4120	0	2	0	0	4	3
gene4121	0	1	3	0	0	1
gene4122	0	1	1	2	1	3
gene4123	3	1	0	2	0	5
gene4124	2	1	2	9	0	8
gene4125	1	0	4	1	1	4
gene4126	3	1	1	4	1	2
gene4127	0	2	0	3	3	4
gene4128	0	0	0	1	0	3
gene4129	1	2	1	0	0	0
gene4130	0	8	6	4	3	9
gene4131	0	4	3	3	1	4
gene4132	1	3	3	7	5	10
gene4133	1	7	6	5	2	6
gene4134	0	0	0	0	0	3
gene4135	1	1	0	2	1	2
gene4136	0	2	0	4	5	7
gene4137	0	1	1	2	3	6
gene4138	2	5	6	6	3	11
gene4139	1	4	3	5	23	20
gene4140	1	5	2	7	3	5
gene4141	1	2	2	4	10	4
gene4142	1	0	0	0	5	2
gene4143	2	7	2	4	3	4
gene4144	0	1	0	1	0	3
gene4145	1	4	2	3	0	7
gene4146	0	1	0	2	0	2
gene4147	5	4	5	7	6	19
gene4148	2	3	2	2	0	6
gene4149	3	1	2	0	2	8
gene4150	1	2	3	0	0	3
gene4151	2	1	2	5	1	4
gene4152	0	0	2	3	0	3
gene4153	0	8	2	2	0	2
gene4154	3	10	7	11	1	20
gene4155	0	1	0	1	0	1
gene4156	2	2	1	6	0	5
gene4157	1	4	1	9	4	5
gene4158	1	0	1	1	1	4
gene4159	1	1	0	2	2	2
gene4160	0	1	0	0	2	2
gene4161	1	1	0	1	3	3
gene4162	0	2	5	2	1	4
gene4163	2	5	4	2	11	13
gene4164	1	2	1	2	4	3
gene4165	1	3	4	1	3	3
gene4166	1	2	1	2	1	0
gene4167	0	3	2	1	0	4
gene4168	11	14	10	10	5	20
gene4169	1	1	0	0	1	5
gene4170	0	3	1	1	2	5
gene4171	0	0	2	3	0	1
gene4172	0	0	0	0	0	2
gene4173	0	0	0	0	0	1
gene4174	3	0	0	1	0	0
gene4175	5	6	7	4	10	21
gene4176	5	3	1	3	12	10
gene4177	0	2	0	1	0	1
gene4178	1	4	0	3	2	3
gene4179	1	3	2	3	2	6
gene4180	9	9	9	9	6	16
gene4181	1	1	1	1	1	0
gene4182	2	3	2	3	2	2
gene4183	1	1	2	4	3	1
gene4184	2	4	2	1	5	3
gene4185	1	1	0	1	4	2
gene4186	3	7	6	5	10	17
gene4187	1	1	3	0	4	2
gene4188	0	0	0	1	0	0
gene4189	1	1	2	1	0	3
gene4190	2	2	3	6	3	8
gene4191	0	2	0	1	1	3
gene4192	0	0	0	3	1	2
gene4193	1	1	1	2	1	4
gene4194	0	0	0	2	2	5
gene4195	2	0	1	2	3	3
gene4196	1	0	0	2	1	3
gene4197	2	3	2	5	4	8
gene4198	7	11	8	6	2	14
gene4199	5	10	10	8	9	24
gene4200	8	6	7	5	1	15
gene4201	4	12	6	8	5	15
gene4202	0	3	4	0	0	6
gene4203	2	3	0	2	3	3
gene4204	5	22	19	14	14	27
gene4205	0	7	1	6	5	5
gene4206	3	4	5	2	3	6
gene4207	5	12	7	7	11	20
gene4208	0	3	0	0	1	1
gene4209	1	7	5	3	1	5
gene4210	0	1	0	0	0	1
gene4211	0	0	2	0	0	1
gene4212	0	1	0	0	0	0
gene4213	0	0	0	0	0	0
gene4214	0	0	0	0	0	0
gene4215	0	0	0	0	0	0
gene4216	0	1	3	1	1	0
gene4217	4	8	4	6	11	12
gene4218	7	13	10	9	27	24
gene4219	4	4	11	7	7	14
gene4220	3	4	4	2	7	7
gene4221	69	104	105	78	96	155
gene4222	3	17	23	10	15	23
gene4223	12	20	14	18	20	36
gene4224	14	20	16	12	23	32
gene4225	79	126	101	78	103	177
gene4226	79	102	88	66	92	156
gene4227	7	11	12	8	5	12
gene4228	56	92	65	49	42	117
gene4229	7	11	11	5	5	25
gene4230	5	25	11	10	9	30
gene4231	36	105	76	43	50	128
gene4232	10	26	14	32	36	50
gene4233	6	15	13	36	55	53
gene4234	13	23	27	27	41	71
gene4235	6	10	5	6	7	9
gene4236	60	81	73	35	21	39
gene4237	35	62	70	159	249	313
gene4238	90	185	165	390	610	698
gene4239	84	152	146	184	292	443
gene4240	42	79	78	101	162	255
gene4241	55	130	126	194	300	343
gene4242	18	33	34	72	122	142
gene4243	158	338	331	744	1093	1281
gene4244	63	181	153	332	445	596
gene4245	32	62	56	96	182	223
gene4246	84	180	135	248	374	524
gene4247	44	106	113	125	218	240
gene4248	73	153	140	227	335	447
gene4249	102	187	187	224	428	518
gene4250	28	75	61	156	246	268
gene4251	80	180	158	290	509	571
gene4252	35	77	77	122	186	235
gene4253	46	151	119	195	255	411
gene4254	31	67	64	87	131	190
gene4255	17	38	38	52	69	118
gene4256	71	148	147	195	295	345
gene4257	114	258	176	269	449	548
gene4258	69	150	119	128	180	277
gene4259	59	98	86	101	200	278
gene4260	136	251	247	237	421	599
gene4261	58	100	97	96	128	195
gene4262	139	296	255	283	385	506
gene4263	220	420	396	412	589	832
gene4264	206	351	325	392	630	723
gene4265	148	294	264	428	692	751
gene4266	403	858	794	1019	1450	1935
gene4267	106	227	211	237	367	459
gene4268	127	202	195	239	411	479
gene4269	188	449	349	494	635	860
gene4270	228	481	422	565	680	978
gene4271	76	157	142	397	603	696
gene4272	98	207	195	569	879	939
gene4273	122	292	245	367	481	672
gene4274	87	186	149	200	321	380
gene4275	95	149	128	253	389	504
gene4276	98	191	211	324	443	520
gene4277	121	295	240	423	612	724
gene4278	5	1	6	11	9	10
gene4279	7	3	7	11	12	12
gene4280	6	11	11	10	19	37
gene4281	0	2	1	4	4	1
gene4282	8	9	11	19	16	20
gene4283	2	1	1	3	5	9
gene4284	3	8	11	17	18	27
gene4285	8	23	12	21	18	30
gene4286	1	1	3	7	3	13
gene4287	3	0	2	0	0	2
gene4288	2	1	1	0	0	4
gene4289	3	1	0	4	2	3
gene4290	3	8	3	4	5	9
gene4291	6	8	9	14	19	24
gene4292	15	15	18	33	47	48
gene4293	1	2	4	6	4	3
gene4294	0	0	0	0	0	0
gene4295	1	0	0	0	0	4
gene4296	2	7	4	5	2	8
gene4297	1	4	4	3	2	7
gene4298	0	0	0	0	0	1
gene4299	1	0	0	1	0	0
gene4300	1	2	2	2	2	6
gene4301	0	1	2	2	1	0
gene4302	2	5	4	3	2	5
gene4303	0	3	3	2	4	4
gene4304	2	11	4	10	1	11
gene4305	3	8	6	11	8	22
gene4306	1	5	0	1	1	4
gene4307	4	6	10	13	7	21
gene4308	10	14	12	17	15	27
gene4309	28	40	28	37	24	87
gene4310	13	55	44	40	22	92
gene4311	5	8	8	6	3	14
gene4312	2	6	4	3	8	10
gene4313	4	3	2	8	7	12
gene4314	12	17	12	29	26	45
gene4315	8	23	27	24	47	71
gene4316	6	4	5	7	12	16
gene4317	3	13	7	19	12	23
gene4318	2	3	2	3	5	13
gene4319	4	2	2	4	5	5
gene4320	2	7	8	9	13	22
gene4321	3	7	2	5	4	17
gene4322	3	2	4	7	6	12
gene4323	7	6	4	7	15	20
gene4324	5	9	6	6	16	14
gene4325	5	12	9	10	13	21
gene4326	13	11	14	12	6	28
gene4327	1	1	3	5	1	7
gene4328	2	3	2	0	1	5
gene4329	18	31	26	18	36	52
gene4330	3	5	4	7	7	11
gene4331	1	1	2	1	2	4
gene4332	1	3	4	5	7	5
gene4333	13	32	23	35	40	54
gene4334	3	12	8	8	3	13
gene4335	14	19	18	11	17	20
gene4336	19	39	52	42	16	67
gene4337	0	1	2	4	1	5
gene4338	3	3	3	6	9	8
gene4339	0	1	1	4	3	3
gene4340	4	7	8	7	14	15
gene4341	1	3	0	0	3	4
gene4342	2	2	2	1	2	4
gene4343	2	0	1	2	0	2
gene4344	4	8	11	17	4	21
gene4345	6	8	8	15	8	16
gene4346	2	1	0	0	0	3
gene4347	1	0	0	5	1	2
gene4348	2	1	0	2	3	3
gene4349	5	1	1	2	2	9
gene4350	6	13	10	6	5	11
gene4351	2	4	2	3	4	4
gene4352	2	4	2	5	7	11
gene4353	2	3	0	7	4	8
gene4354	3	1	4	2	2	6
gene4355	2	6	4	4	7	10
gene4356	22	27	44	29	48	49
gene4357	1	4	8	5	4	6
gene4358	21	48	50	96	118	104
gene4359	16	13	15	27	34	33
gene4360	6	11	6	11	22	23
gene4361	1	3	2	2	4	5
gene4362	3	5	3	5	0	6
gene4363	0	0	1	0	3	2
gene4364	0	0	0	0	0	0
gene4365	0	3	0	1	1	0
gene4366	54	96	106	139	165	262
gene4367	4	7	11	5	9	10
gene4368	3	1	7	4	4	7
gene4369	3	1	1	1	0	4
gene4370	32	67	46	43	37	100
gene4371	5	10	9	9	15	20
gene4372	10	9	8	18	11	21
gene4373	9	12	13	12	11	22
gene4374	3	6	3	10	14	22
gene4375	6	11	8	12	7	17
gene4376	10	11	5	8	13	11
gene4377	4	7	0	8	8	15
gene4378	15	14	20	15	19	38
gene4379	12	28	25	36	23	62
gene4380	1	2	4	7	10	11
gene4381	4	8	4	10	17	19
gene4382	1	2	3	1	1	5
gene4383	1	2	3	3	6	4
gene4384	0	0	1	1	1	4
gene4385	363	1020	801	635	1047	1494
gene4386	44	146	118	75	122	218
gene4387	3	4	1	3	4	3
gene4388	2	5	2	3	4	8
gene4389	11	34	20	20	31	47
gene4390	8	14	10	22	32	48
gene4391	2	6	8	8	8	13
gene4392	2	3	0	1	2	4
gene4393	4	7	9	28	19	31
gene4394	5	8	8	18	12	22
gene4395	11	18	22	32	52	73
gene4396	3	10	4	11	7	8
gene4397	0	1	2	3	5	9
gene4398	4	13	7	8	8	21
gene4399	0	1	3	7	1	6
gene4400	3	3	5	11	21	20
gene4401	2	4	2	6	9	6
gene4402	2	7	13	9	20	23
gene4403	36	78	78	106	200	236
gene4404	5	3	8	18	17	25
gene4405	4	8	2	6	14	17
gene4406	95	129	129	270	326	407
gene4407	29	66	61	81	118	162
gene4408	19	24	23	49	75	83
gene4409	6	10	3	17	26	39
gene4410	2	5	2	15	34	37
gene4411	6	13	12	45	45	55
gene4412	1	3	7	21	21	30
gene4413	1	5	4	29	36	50
gene4414	3	11	7	29	33	35
gene4415	2	4	9	33	35	45
gene4416	5	7	3	34	38	53
gene4417	11	8	6	18	37	35
gene4418	9	10	11	50	73	85
gene4419	0	0	0	4	6	10
gene4420	8	15	20	50	78	67
gene4421	8	8	9	81	113	116
gene4422	6	5	8	7	11	12
gene4423	8	16	16	27	23	41
gene4424	0	5	3	3	14	10
gene4425	6	16	12	7	13	26
gene4426	6	8	12	6	13	30
gene4427	1	9	9	18	16	18
gene4428	6	5	1	20	18	15
gene4429	17	36	41	82	124	159
gene4430	22	50	27	68	95	192
gene4431	20	52	46	53	93	129
gene4432	78	156	159	304	463	469
gene4433	93	195	228	378	529	607
gene4434	5	10	10	8	3	19
gene4435	1	2	6	7	2	14
gene4436	2	6	4	4	7	16
gene4437	1	2	0	7	2	10
gene4438	7	14	15	37	78	85
gene4439	9	16	12	18	27	34
gene4440	0	6	4	6	11	12
gene4441	6	6	9	30	36	45
gene4442	7	22	10	26	23	35
gene4443	7	18	14	18	14	39
gene4444	2	4	9	10	11	8
gene4445	6	1	5	3	9	11
gene4446	5	10	7	15	20	26
gene4447	4	12	10	9	13	20
gene4448	19	17	14	19	27	35
gene4449	5	9	19	27	28	30
gene4450	25	54	73	75	85	135
gene4451	11	21	18	44	52	55
gene4452	1	8	5	9	27	27
gene4453	16	30	33	82	102	158
gene4454	6	14	30	47	73	69
gene4455	17	29	24	67	90	104
gene4456	69	95	111	234	250	334
gene4457	18	28	37	53	46	89
gene4458	3	12	4	15	26	20
gene4459	6	10	11	9	21	21
gene4460	10	15	24	22	28	33
gene4461	9	20	23	29	41	61
gene4462	18	24	32	35	45	60
gene4463	30	56	51	51	38	99
gene4464	7	10	15	9	16	22
gene4465	8	19	25	13	25	34
gene4466	3	5	6	11	6	17
gene4467	2	4	6	10	4	3
gene4468	9	11	8	6	4	7
gene4469	3	4	4	3	2	1
gene4470	12	21	24	11	9	19
gene4471	9	12	9	10	4	19
gene4472	7	10	8	11	16	28
gene4473	7	6	5	11	13	18
gene4474	3	14	21	19	15	25
gene4475	10	4	5	4	6	13
gene4476	8	10	13	32	36	35
gene4477	13	25	24	19	24	31
gene4478	2	1	2	5	5	7
gene4479	0	3	3	7	10	13
gene4480	4	14	8	23	37	39
gene4481	26	40	36	56	77	94
gene4482	0	1	3	11	8	7
gene4483	9	18	19	18	17	41
gene4484	14	23	34	22	37	35
gene4485	2	0	1	0	0	3
gene4486	1	3	3	5	9	12
gene4487	1	3	2	7	1	9
gene4488	2	6	7	15	8	12
gene4489	8	14	9	14	21	28
gene4490	2	3	0	3	3	5
gene4491	8	13	11	11	6	16
gene4492	1	6	7	16	19	24
gene4493	4	3	8	12	12	15
gene4494	4	11	7	6	13	16
gene4495	21	45	22	68	21	98
gene4496	0	11	7	9	6	9
gene4497	0	3	2	6	5	6
gene4498	0	3	3	3	3	8
gene4499	0	3	7	5	8	10
gene4500	3	6	4	14	13	23
gene4501	1	3	2	2	5	5
gene4502	2	9	10	9	7	13
gene4503	4	4	1	5	9	5
gene4504	0	4	0	0	0	5
gene4505	1	2	2	3	1	2
gene4506	0	0	2	2	0	4
gene4507	1	4	2	3	6	7
gene4508	1	0	0	1	2	1
gene4509	1	3	0	2	2	6
gene4510	0	1	2	0	2	4
gene4511	3	1	3	2	6	5
gene4512	8	5	7	12	14	23
gene4513	5	15	10	12	25	30
gene4514	10	21	26	20	77	54
gene4515	4	9	6	6	8	6
gene4516	2	8	4	6	14	13
gene4517	6	5	7	16	22	15
gene4518	1	4	3	2	0	7
gene4519	24	36	29	39	56	84
gene4520	33	72	58	57	31	131
gene4521	1	2	3	6	4	7
gene4522	0	6	3	2	1	5
gene4523	16	15	18	23	32	27
gene4524	2	6	2	14	15	19
gene4525	38	57	46	442	575	624
gene4526	4	11	12	13	26	24
gene4528	3	1	2	0	12	13
gene4529	5	1	2	6	12	11
gene4530	1	2	1	1	1	1
gene4531	1	0	1	0	2	0
gene4532	2	3	4	5	3	4
gene4533	5	4	5	2	1	4
gene4534	4	4	8	6	4	7
gene4535	0	5	3	0	2	8
gene4536	0	1	4	2	1	3
gene4537	2	1	1	1	3	2
gene4538	2	11	11	9	19	19
gene4539	4	9	12	10	6	28
gene4540	3	2	3	6	3	4
gene4541	7	22	18	17	24	29
gene4542	33	95	65	52	69	113
gene4543	5	3	4	7	10	21
gene4544	9	14	14	17	26	32
gene4545	7	21	20	35	61	79
gene4546	2	4	4	11	14	15
gene4547	3	6	3	8	7	10
gene4548	6	7	6	5	15	15
gene4549	1	1	1	1	0	2
gene4550	7	10	13	16	10	22
gene4551	2	5	7	4	1	10
gene4552	3	4	10	5	8	11
gene4553	3	7	7	5	3	8
gene4554	12	42	37	31	36	61
gene4555	2	5	4	10	4	7
gene4556	2	5	6	5	3	9
gene4557	4	9	14	18	35	37
gene4558	4	5	11	18	23	25
gene4559	1	3	4	14	15	34
gene4560	29	57	55	89	127	168
gene4561	13	16	16	15	34	28
gene4562	6	7	6	8	13	17
gene4563	86	163	142	370	685	848
gene4564	3	8	9	16	13	13
gene4565	23	42	32	40	43	62
gene4566	23	50	50	51	48	62
gene4567	56	85	115	213	364	397
gene4568	82	150	167	348	459	545
gene4569	6	14	12	30	47	62
gene4570	8	12	19	6	9	14
gene4571	2	3	5	4	5	7
gene4572	5	6	8	17	23	23
gene4573	6	7	8	8	10	10
gene4574	7	10	10	21	32	44
gene4575	5	6	5	10	5	10
gene4576	9	22	23	24	23	48
gene4577	0	2	0	0	0	0
gene4578	18	36	29	34	25	57
gene4579	2	7	7	8	5	19
gene4580	1	5	2	5	3	1
gene4581	2	3	7	7	7	9
gene4582	6	9	11	15	4	10
gene4583	5	8	3	9	6	12
gene4584	0	4	1	10	0	7
gene4585	0	3	0	3	2	3
gene4586	0	1	0	1	0	3
gene4587	4	4	3	1	2	4
gene4588	1	8	5	9	10	12
gene4589	6	3	1	11	1	10
gene4590	0	1	2	2	1	3
gene4591	1	4	2	1	1	1
gene4592	0	3	0	2	0	1
gene4593	0	0	4	0	0	2
gene4594	0	0	1	3	2	4
gene4595	19	48	43	31	70	90
gene4596	0	0	1	2	0	2
gene4597	1	3	3	3	4	5
gene4598	1	4	3	13	6	10
gene4599	1	1	0	7	3	7
gene4600	0	1	1	7	7	5
gene4601	9	13	8	30	31	46
gene4602	16	35	42	66	83	119
gene4603	1	2	3	2	2	4
gene4604	1	1	1	4	6	7
gene4605	2	2	5	2	8	6
gene4606	20	35	30	43	53	53
gene4607	32	42	33	26	20	36
gene4608	2	2	4	4	4	4
gene4609	4	17	12	12	17	28
gene4610	0	0	1	0	0	1
gene4611	5	19	11	9	4	18
gene4612	2	3	4	1	0	2
gene4613	16	13	17	3	4	2
gene4614	13	9	9	15	24	33
gene4615	3	3	5	7	12	16
gene4616	1	0	1	7	8	11
gene4617	2	4	1	4	4	9
gene4618	6	3	3	7	4	6
gene4619	0	3	3	6	3	5
gene4620	1	1	1	1	4	2
gene4621	2	11	7	6	4	13
gene4622	0	1	1	4	2	3
gene4623	1	0	2	1	0	1
gene4624	3	14	16	22	16	32
gene4625	29	65	70	104	62	132
gene4626	0	4	3	5	4	5
gene4627	5	1	1	5	6	4
gene4628	3	5	11	21	17	24
gene4629	8	7	5	15	16	35
gene4630	3	5	8	9	4	8
gene4631	4	13	12	11	7	30
gene4632	10	18	16	9	17	25
gene4633	24	53	46	38	29	97
gene4634	5	13	1	6	3	7
gene4635	53	114	96	65	41	114
gene4636	10	19	14	21	23	20
gene4637	15	21	13	54	82	103
gene4638	16	12	18	11	4	20
gene4639	13	19	24	25	23	57
gene4640	14	50	35	43	33	60
gene4642	0	1	3	6	2	8
gene4643	0	3	2	2	11	11
gene4644	2	4	3	3	8	15
gene4645	0	3	4	7	16	22
gene4646	3	13	10	7	5	23
gene4647	6	6	11	20	34	32
gene4648	1	2	0	0	3	1
gene4649	1	3	2	1	0	6
gene4650	1	1	2	2	1	1
gene4651	1	0	2	2	1	2
gene4652	1	1	3	6	2	8
gene4653	0	2	1	4	4	1
gene4654	0	0	0	3	2	2
gene4655	5	13	5	10	7	7
gene4656	2	6	11	6	7	11
gene4657	5	17	4	10	6	14
gene4658	3	2	1	2	3	5
gene4659	4	2	3	2	1	3
gene4660	3	6	7	9	11	10
gene4661	16	26	26	56	64	123
gene4662	2	3	7	12	14	21
gene4663	3	3	3	11	11	19
gene4664	3	6	8	13	10	16
gene4665	8	4	7	16	21	31
gene4666	12	15	9	12	20	31
gene4667	8	10	6	24	35	46
gene4668	0	1	1	5	3	3
gene4669	288	271	247	694	965	1162
gene4670	56	113	124	327	417	536
gene4671	55	121	79	401	700	776
gene4672	5	16	9	25	45	35
gene4673	13	19	28	53	69	82
gene4674	1	3	4	2	6	10
gene4675	9	18	12	12	27	24
gene4676	3	8	11	10	17	11
gene4677	2	5	2	2	7	8
gene4678	1	0	2	6	3	3
gene4679	0	3	4	6	6	5
gene4680	0	1	0	1	1	0
gene4681	1	2	3	3	2	1
gene4682	5	0	2	3	0	3
gene4683	0	3	2	3	2	2
gene4684	0	6	9	12	11	12
gene4685	1	5	3	2	1	6
gene4686	9	19	13	34	26	45
gene4687	13	9	15	10	22	36
gene4688	1	1	1	6	10	8
gene4689	5	10	14	31	28	40
gene4691	2	2	1	3	4	3
gene4692	5	7	6	7	5	11
gene4693	5	8	14	23	43	32
gene4694	19	49	41	41	63	110
gene4695	6	7	5	9	23	25
gene4696	18	48	38	49	54	70
gene4697	0	1	2	10	1	4
gene4698	0	0	3	13	19	14
gene4699	6	8	12	17	7	17
gene4700	7	17	30	49	63	58
gene4701	5	11	14	11	18	28
gene4702	0	2	3	0	5	6
gene4703	3	4	3	6	2	5
gene4704	0	5	11	3	4	9
gene4705	5	14	15	10	11	12
gene4706	3	4	3	4	4	7
gene4707	8	7	5	4	5	9
gene4708	5	10	13	9	10	12
gene4709	8	13	9	9	9	21
gene4710	21	38	28	26	16	35
gene4711	3	2	4	3	3	14
gene4712	4	9	6	12	8	10
gene4713	4	10	6	16	4	9
gene4714	5	10	6	5	7	12
gene4715	6	21	15	19	21	36
gene4716	3	8	4	5	7	6
gene4717	9	13	16	17	15	36
gene4718	6	3	5	7	4	11
gene4719	5	8	12	18	22	32
gene4720	6	7	10	9	16	12
gene4721	2	3	5	4	7	8
gene4722	3	11	5	7	4	15
gene4723	17	29	32	99	144	201
gene4724	2	0	2	3	8	8
gene4724.1	1	2	0	0	3	3
gene4725	8	17	9	10	28	29
gene4726	7	19	19	23	16	33
gene4727	13	21	19	22	22	43
gene4728	0	2	3	0	4	9
gene4729	1	15	20	17	19	36
gene4730	8	9	8	9	17	13
gene4731	3	2	4	7	10	6
gene4732	6	20	22	30	35	42
gene4733	7	10	8	8	9	20
gene4734	4	8	6	6	6	12
gene4735	21	33	37	42	38	75
gene4736	3	0	1	1	6	3
gene4737	2	0	2	2	4	6
gene4738	5	5	9	11	11	22
gene4739	6	15	8	7	6	17
gene4740	41	109	62	140	178	201
gene4741	62	146	144	799	1488	1507
gene4742	10	20	25	36	43	72
gene4743	10	10	7	12	9	14
gene4744	94	224	174	246	304	403
gene4745	57	133	107	154	177	219
gene4746	30	39	50	96	95	119
gene4747	75	97	151	639	784	811
gene4748	74	122	143	385	427	405
gene4749	24	38	24	30	37	68
gene4750	2	11	11	19	14	25
gene4751	83	130	125	133	124	236
gene4752	6	15	12	15	24	34
gene4753	8	6	9	33	86	76
gene4754	3	5	11	11	16	21
gene4755	11	12	21	20	30	41
gene4756	38	93	77	73	98	181
gene4757	6	9	10	7	15	15
gene4758	13	35	35	42	67	62
gene4759	10	21	12	25	20	47
gene4760	11	25	21	28	40	55
gene4761	81	282	226	145	159	365
gene4762	11	32	35	9	15	33
gene4763	46	57	66	61	41	88
gene4764	12	22	31	69	139	128
gene4765	9	11	24	60	85	96
gene4766	1	5	4	7	3	8
gene4767	3	12	9	6	21	21
gene4768	6	6	3	13	25	29
gene4769	5	10	19	28	28	30
gene4770	2	11	3	37	47	50
gene4771	0	3	2	12	7	18
gene4772	4	4	4	15	25	38
gene4773	58	131	105	146	179	327
gene4774	41	163	120	132	157	200
gene4775	15	41	31	39	42	92
gene4776	12	30	32	22	32	52
gene4777	10	24	19	29	32	50
gene4778	7	6	15	11	18	14
gene4779	0	4	1	5	1	6
gene4780	6	7	5	11	16	27
gene4781	19	48	44	28	45	80
gene4782	28	60	55	95	129	151
gene4783	2	2	1	1	1	4
gene4784	0	0	1	8	8	4
gene4785	4	10	1	7	2	14
gene4786	4	8	5	11	4	17
gene4787	4	5	7	9	6	19
gene4788	0	1	1	1	0	2
gene4789	0	1	1	1	1	4
gene4790	1	3	3	5	3	1
gene4791	1	0	1	2	1	6
gene4792	0	6	1	3	3	2
gene4793	1	7	4	5	5	10
gene4794	2	1	0	1	0	3
gene4795	0	1	0	0	0	1
gene4796	1	3	0	1	1	2
gene4797	0	0	0	0	0	0
gene4798	3	2	6	6	3	5
gene4799	0	0	0	0	0	4
gene4800	1	1	2	1	0	1
gene4801	1	0	3	1	3	3
gene4802	0	2	1	2	2	1
gene4803	0	1	4	4	1	4
gene4804	0	2	1	6	4	9
gene4805	1	0	1	2	1	2
gene4806	0	1	0	0	0	4
gene4807	2	9	6	5	4	16
gene4808	3	10	10	1	6	18
gene4809	1	5	6	3	2	3
gene4810	0	4	3	3	7	8
gene4811	3	7	8	13	11	35
gene4812	15	45	51	44	41	73
gene4813	2	2	1	2	2	4
gene4814	0	3	1	0	3	3
gene4815	0	0	2	2	4	2
gene4816	4	2	1	10	3	13
gene4817	0	1	1	3	0	1
gene4818	0	2	1	2	2	3
gene4819	0	0	0	2	1	2
gene4820	0	4	1	1	1	0
gene4821	13	40	29	15	6	29
gene4822	94	185	111	56	44	143
gene4823	12	43	36	13	5	23
gene4824	50	139	96	54	39	133
gene4825	794	2564	1805	1001	592	2349
gene4826	56	147	104	70	56	157
gene4827	1	3	2	0	3	6
gene4828	0	2	1	2	1	3
gene4829	1	6	8	4	5	13
gene4830	1	0	2	3	1	7
gene4831	2	1	1	2	5	4
gene4832	2	2	0	4	0	11
gene4833	3	6	3	9	9	7
gene4834	2	1	0	1	0	4
gene4835	2	2	3	0	1	2
gene4836	0	0	1	2	0	2
gene4837	2	5	5	7	4	8
gene4838	0	1	3	1	1	3
gene4839	10	37	30	42	39	58
gene4840	1	11	7	15	30	20
gene4841	1	3	0	2	5	8
gene4842	13	24	27	32	26	39
gene4843	31	51	46	40	25	72
gene4844	7	10	9	7	3	27
gene4845	2	8	10	12	25	24
gene4846	9	8	11	36	51	76
gene4847	9	18	10	30	31	51
gene4848	33	43	46	104	150	150
gene4849	1	2	0	1	2	1
gene4850	3	7	3	10	10	15
gene4851	5	4	7	6	14	21
gene4852	34	68	73	80	85	147
gene4853	6	12	14	12	15	22
gene4854	10	23	26	32	40	51
gene4855	8	16	8	11	31	32
gene4856	6	14	14	18	34	43
gene4857	1	1	1	2	2	2
gene4858	1	2	0	4	2	8
gene4859	0	0	1	0	1	0
gene4860	0	2	1	0	0	4
gene4861	1	1	1	0	1	0
gene4862	0	0	0	1	0	6
gene4863	1	4	3	3	2	2
gene4864	2	1	0	1	0	3
gene4865	1	0	0	0	0	0
gene4866	1	2	3	0	1	2
gene4867	0	0	1	3	2	1
gene4868	4	5	5	7	6	14
gene4869	3	7	3	3	1	8
gene4870	0	2	0	1	2	2
gene4871	1	0	2	0	3	5
gene4872	6	7	4	7	12	12
gene4873	11	10	8	4	14	26
gene4874	4	11	13	14	10	17
gene4875	0	2	0	2	2	3
gene4876	9	10	4	9	3	14
gene4877	0	5	1	4	3	6
gene4878	1	2	4	5	3	6
gene4879	7	14	14	9	12	13
gene4880	3	2	3	7	5	5
gene4881	0	1	2	3	1	3
gene4882	1	1	3	1	1	2
gene4883	0	0	0	1	0	0
gene4884	0	0	0	0	1	2
gene4885	2	0	0	0	2	1
gene4886	0	5	2	2	5	5
gene4887	3	1	3	12	18	22
gene4888	2	2	3	8	11	12
gene4889	1	5	7	7	10	22
gene4890	0	2	3	7	3	9
gene4891	1	1	1	1	0	5
gene4892	0	0	0	0	0	1
gene4893	2	1	1	3	3	7
gene4894	0	0	0	2	0	3
gene4895	0	0	0	2	1	4
gene4896	3	3	5	6	1	8
gene4897	3	5	6	10	3	6
gene4898	0	1	0	0	0	0
gene4899	0	1	2	3	1	7
gene4900	0	1	3	1	0	4
gene4901	0	1	0	1	2	5
gene4902	2	0	0	0	0	4
gene4903	1	1	0	0	0	1
gene4904	1	0	1	1	1	0
gene4905	0	0	0	0	1	1
gene4906	1	1	4	2	7	6
gene4907	6	2	5	4	5	12
gene4908	0	0	2	0	1	1
gene4909	0	1	0	2	2	4
gene4910	1	0	0	0	0	0
gene4911	0	2	2	2	0	4
